id,text,author,link,category,date_of_publication,number_of_tokens,number_of_words_without_punctuation,number_of_types,number_of_links_inside_the_news,number_of_words_in_upper_case,number_of_verbs,number_of_subjunctive_and_imperative_verbs,number_of_nouns,number_of_adjectives,number_of_adverbs,number_of_modal_verbs,number_of_singular_first_and_second_personal_pronouns,number_of_plural_first_personal_pronouns,number_of_pronouns,pausality,number_of_characters,average_sentence_length,average_word_length,percentage_of_news_with_spelling_errors,emotiveness,diversity
1627,"Brasília treme: Cármen Lúcia poderá homologar a ""Delação do Fim do Mundo"" até a próxima terça (31).  Ministros do STF estão prevendo que a presidente Cármen Lúcia irá homologar as delações da Odebrecht até a próxima terça (31).  Questionada se ela irá homologar as delações, a ministra respondeu: ""Sobre esse assunto eu não falo. Nem sob tortura."" O acordo de colaboração envolve 77 ex-executivos da empreiteira e cerca de 800 depoimentos. Tais informações mostrarão ao Brasil como a empresa conseguiu comprar grande parte do Executivo e do Legislativo federais, além de governadores e parlamentares estaduais. ""Já dá pra notar uma mudança no comportamento dos políticos em Brasília"" explicou Valdo Cruz, comentarista de política da Globo News. Uma certa ansiedade em relação a essas delações tomou conta da Capital Federal e os políticos já estão evitando os corredores da Câmara. De acordo com o jornalista, diversos parlamentares estão se ""escondendo"" em seus gabinetes em busca de informações sobre "" a delação do fim do mundo"". A pergunta assombra os parlamentares neste exato momento é: ""Será que eu estou envolvido nessas delações?"" ""A tendência dessas delações é pegar todo mundo, tanto governo quanto oposição"" finalizou. Caso a ministra Carmén Lúcia não homologue essas delações (o que é pouco provável) , a decisão ficará nas mãos do novo relator da Lava Jato, que será escolhido pela Suprema Corte.",None,https://www.diariodobrasil.org/brasilia-treme-carmen-lucia-podera-homologar-a-delacao-do-fim-do-mundo-ate-a-proxima-terca-31/,politica,28/01/2017,265,224,154,0,1,37,1,63,14,10,7,2,0,16,3.41667,1141,18.6667,5.09375,0.0,0.24,0.6875
319,"General Mourão bota pra quebrar e denuncia o Foro de SP.  ""Foi instaurada no país uma ""diplomacia paralela"", o Foro de São Paulo, que vocês conhecem muito bem ... "" disse o General..  Fundado em 1990 por Lula e Fidel Castro (por ideia de Lula, segundo ele mesmo declarou), o Foro de SP é a mais mais vasta organização política que já existiu na América Latina e, sem dúvida, uma das maiores do mundo. Dele participam todos os governantes esquerdistas do continente. Mas não é uma organização de esquerda como outra qualquer. Ele reúne mais de uma centena de partidos políticos e várias organizações criminosas ligadas ao narcotráfico e à indústria dos sequestros, como as Farc e o MIR chileno [...] todas empenhadas numa articulação estratégica comum e na busca de vantagens mútuas.",None,https://www.diariodobrasil.org/general-mourao-bota-pra-quebrar-e-denuncia-o-foro-de-sp/,politica,25/01/2018,152,130,96,0,3,16,0,33,10,8,1,0,0,13,1.57143,620,9.28571,4.76923,0.0,0.367347,0.738462
1387,"Trump autoriza ataque e EUA bombardeiam a Síria com mais de 50 mísseis Tomahawk. .  A reação americana foi uma resposta ao ataque com armas químicas que mataram mais de 53 civis na Síria na última terça-feira (04). Os mísseis Tomahawk foram lançados para destruiur parte da infra-estrutura militar do presidente sírio Bashar al-Assad. Um oficial dos EUA disse à TV Fox News que o alvo principal era uma base aérea em Shayrat, localizada fora de Homs. Cerca de 50 mísseis Tomahawk foram disparados de navios de guerra posicionados no Mar Mediterrâneo. Donald Trump manteve segredo e não anunciou os ataques com antecedência. Na última terça-feira, o presidente norte-americano disse: ""Acho que o ataque químico que ocorreu na Síria é um crime flagrante e não deveria ter acontecido. Isso não ficará impune"" Ainda não há notícias se os ataques continuarão. A CNN informou que vários países foram avisados com antecedência, com exceção da Rússia. DONALD TRUMP ORDERS STRIKES IN SYRIA leia também:",None,https://www.diariodobrasil.org/urgente-trump-autoriza-ataque-e-eua-bombardeiam-siria-com-mais-de-50-misseis/,sociedade_cotidiano,07/04/2017,180,166,119,1,10,28,1,50,12,11,5,0,0,4,1.27273,807,15.0909,4.86145,0.0180723,0.294872,0.716867
3068,"Com suspensão da nomeação,  Lula perde o foro privilegiado e pode ser preso a qualquer momento.  Com a liminar suspendendo o ato de posse de Lula,  o petista perde (temporariamente) o foro privilegiado.  Lula passa a ter foro de cidadão comum como deve ser e continuará a responder,  em primeira instância,  por todos os crimes praticados. Segundo liminar do juiz Itagiba Catta Preta Neto,  ""existem indícios de cometimento de crime de responsabilidade pela presidente da República,  Dilma Rousseff",None,https://www.diariodobrasil.org/com-suspensao-da-nomeacao-lula-perde-o-foro-privilegiado-e-pode-ser-preso-a-qualquer-momento/,politica,17/03/2016,90,78,56,0,0,14,0,24,6,2,5,0,0,2,3.0,401,19.5,5.14103,0.0,0.210526,0.717949
405,"""Homem do Baú"" vai receber ""Homem da mala"" em programa de auditório.  Quem sabe o presidente consegue uma boquinha no SBT e deixa os brasileiros em paz!.  A Assessoria de Comunicação do Planalto disse que o presidente Michel Temer pretende participar de um programa ao lado de Sílvio Santos. Com sua popularidade atingindo vergonhosos 3% de aprovação, Temer quer uma ajudinha do ""homem do Baú"" para defender seu projeto de Reforma da Previdência. O presidente irá participar do programa de auditório de Sílvio, que é voltado para toda a família e exibido aos domingos. Ainda não se sabe a data em que a gravação ocorrerá, já que a reforma foi adiada para o mês de fevereiro de 2018, porém especula-se que o programa deverá ser exibido no último domingo de janeiro. Michel Temer acertou os compromissos ontem (7), durante um almoço na casa de Sílvio, em São Paulo. ""Eu não entendo o que vai ser votado. Quero que você vá lá e me explique. Se eu entender, o povo entende."" disse o apresentador. Rodrigo Maia, presidente da Câmara, também deverá participar de atrações no SBT. a informação é do colunista Lauro Jardim",None,https://www.diariodobrasil.org/homem-do-bau-vai-receber-homem-da-mala-em-programa-de-auditorio/,politica,08/01/2018,225,193,120,0,2,38,3,52,2,7,9,3,0,14,2.46154,887,14.8462,4.59585,0.0,0.1,0.621762
3114,"Na mão grande? TCU vai fazer auditoria para apurar se Lula desviou bens do Palácio do Planalto.  Há suspeita de que bens pertencentes à União tenham sido levados pelo petista.  O senador Ronaldo Caiado vai pedir que o Tribunal de Contas da União (TCU) que faça uma auditoria para apurar possíveis desvios ou desaparecimento de bens dos palácios do Planalto e da Alvorada. O requerimento foi aprovado (sem contestações) ontem (09) à noite pelos senadores. Caiado alega que a Polícia Federal apura ""a retirada de bens do Palácio do Planalto ao fim do mandato do ex-presidente Lula,  e armazenado em um depósito em São Bernardo do Campo,  na região metropolitana de São Paulo"". ""A PF já catalogou e fotografou para verificação de dano à União. Cabe agora darmos total transparência ao processo"",  disse o senador Ronaldo Caiado. O senador diz que há suspeita de que bens pertencentes à União tenham sido levados pelo petista. Investigações da Operação Lava-Jato apontam que parte da mudança do ex-presidente foi armazenada em uma empresa especializada de São Paulo,  que recebeu R$ 1, 3 milhão da construtora OAS,  entre 2011 e 2016,  para guardá-la em depósito. (Congresso em Foco)",None,https://www.diariodobrasil.org/na-mao-grande-tcu-vai-fazer-auditoria-para-apurar-se-lula-desviou-bens-do-palacio-do-planalto/,politica,10/03/2016,224,198,119,0,5,34,3,62,6,3,8,0,0,5,2.6,944,19.8,4.76768,0.0,0.09375,0.60101
1486,"Temer confessa que ""espíritos do mal"" o expulsaram do Alvorada: ""É um local assombrado"".  O presidente Temer revelou, em entrevista para a Veja, porque não conseguiu adotar o Palácio do Planalto como residência fixa.  O presidente disse que o local é muito grande, com vários quartos e não passa uma boa energia: ""Tudo amplo,  bonito. Senti uma coisa estranha lá.  Não conseguia dormir. Tinha uma péssima energia. Minha esposa também sentiu isso. Apenas o Michelzinho gostou do local. Nos questionamos se havia ""fantasmas"" "" Temer retornou com sua família para o Palácio Jaburu, residência oficial do vice-presidente. Será que eram os ""fantasmas da Lava-Jato"" ??? Dilma nunca reclamou dos tais fantasmas ou espíritos do mal. Lula também não! Já o ex-presidente Fernando Collor adorava fazer uma ""macumbinha"" no Planalto de vez em quando. leia também:",None,https://www.diariodobrasil.org/temer-confessa-que-espiritos-do-mal-o-expulsaram-do-alvorada-e-um-local-assombrado/,politica,11/03/2017,168,136,98,1,1,27,1,36,8,14,0,0,1,8,2.66667,674,11.3333,4.95588,0.00735294,0.349206,0.720588
14,"Raquel Dodge faz o que Janot não fazia: pediu a prisão da senadora petista Gleisi.

A procuradora-geral da República, Raquel Dodge, pediu a condenação da senadora petista Gleisi Hoffmann no âmbito da Lava Jato. Para a PGR, Gleisi cometeu crimes de corrupção passiva e lavagem de dinheiro.

Detalhe: Dodge também quer que Gleisi devolva R$ 4 milhões aos cofres públicos e perca o mandato.

Abaixo estão as alegações de Raquel Dodge:

Ao que parece, com a saída do PGR Rodrigo Janot passou a fase em que havia motivação apenas para tentar prender senadores que fossem adversários do PT.

Estamos exigindo a prisão de Gleisi Hoffmann há muito, mas muito tempo.",None,https://ceticismopolitico.com/2017/11/24/raquel-dodge-faz-o-que-janot-nao-fazia-pediu-a-prisao-da-senadora-petista-gleisi/,politica,2017-11-24,125,111,76,0,4,15,2,39,4,5,1,0,0,5,2.0,527,15.8571,4.74775,0.0,0.166667,0.684685
1629,"Cortella sobre o muro de Trump: ""Injustiça histórica. Muro da vergonha!"".  ""É claro que um país tem que fazer suas fronteiras, mas há uma questão de injustiça histórica neste assunto"" disse Cortella.  Em 1846, houve uma guerra que durou 2 anos. Quando a guerra terminou, com a vitória dos EUA, o México perdeu cerca de 50% de seu território e os EUA aumentaram em 1/4 o tamanho de suas terras. O México foi forçado a ceder regiões como Califórnia, Nevada, Texas, Utah, Novo México, Arizona, Colorado e Wyoming para os EUA. Ouça abaixo o comentário do filósofo Mário Sérgio Cortella:",None,https://www.diariodobrasil.org/cortella-sobre-o-muro-de-trump-injustica-historica-muro-da-vergonha/,tv_celebridades,29/01/2017,124,101,78,0,4,14,1,36,3,3,2,0,0,5,3.28571,456,14.4286,4.51485,0.0,0.12,0.772277
3558,"Onde quer que vá,  Dilma é hostilizada pela população. Em Governador Valadares não foi diferente!.  A manifestação começou,  quando Dilma desceu do helicóptero,  acompanhada pelo governador Fernando Pimentel.  Ao avistarem a presidente e o governador Fernando Pimentel,  um grupo de pessoas começou a gritar ""Fora PT"" e ""Queremos impeachment"". Ela chegou à cidade após sobrevoar o município de Mariana,  ao lado do governador Fernando Pimentel,  e avaliar os estragos causados pelo rompimento de duas barragens da mineradora Samarco,  na última quinta-feira,  que deixou até agora seis mortes confirmadas e 19 pessoas desaparecidas. (fonte vídeo:Valadaresnatv.com.br)",None,https://www.diariodobrasil.org/onde-quer-que-va-dilma-e-hostilizada-pela-populacao-em-governador-valadares-nao-foi-diferente/,politica,13/11/2015,116,98,79,0,1,17,1,31,3,3,2,0,0,2,2.25,540,12.25,5.5102,0.0102041,0.125,0.806122
1569,"Cunha está preso e possui gravações que poderão jogar a popularidade de Michel Temer na lama.  Fontes do planalto informaram que Temer desconfia de supostas gravações que estariam em poder do ex-deputado Eduardo Cunha, acusado de corrupção na Operação Lava-Jato..  A suspeita surgiu de um encontro com Cunha no Palácio do Jaburu, residência oficial de Temer, em 2016. Cunha teria ""alertado"" Temer sobre certas parcerias dos dois no passado. O presidente teria reagido às indiretas do deputado, segundo relato uma pessoa ligada a um assessor do peemedebista. A ligação entre os dois não é algo recente. O político Ciro Gomes já se denunciou várias vezes que a dupla atuava em conjunto. De acordo com Ciro, Cunha comercializava leis sob as ""bençãos"" de Temer, presidente da Casa entre 2009 a 2010. Para piorar ainda mais as coisas, em dezembro de 2015 o PRG Rodrigo Janot chegou a reunir provas em que Michel Temer (PMDB) teria recebido R$ 5 milhões do dono da OAS, José Adelmário Pinheiro, um dos empreiteiros condenados no escândalo de propinas da Petrobras. Em uma troca de mensagens via WhatsApp entre Pinheiro e Eduardo Cunha (PMDB-RJ), aparece uma ""menção"" em que Cunha reclama que o empreiteiro pagou a Temer e deixou ""adiado"" o repasse a outros líderes do PMDB. Eduardo Cunha questionou o dono da OAS por ter pago R$ 5 milhões para Temer e deixado o resto da ""turma"" a ver navios, afirmou o PGR, conforme a reprodução feita no documento assinado pelo ministro do STF, Teori Zavascki. NOTA DA REVISTA VEJA PUBLICADA EM JANEIRO DESTE ANO Um interlocutor de Eduardo Cunha saiu apavorado de uma conversa recente com o político. Bem ao seu estilo, em que recobre a megalomania com tonitruâncias, o ex-presidente da Câmara repetiu uma ameaça feita há meses: ""Eu vou para a cadeia, mas não vou sozinho"".",None,https://www.diariodobrasil.org/cunha-esta-preso-e-possui-gravacoes-que-poderao-jogar-a-popularidade-de-michel-temer-na-lama/,politica,13/02/2017,351,308,192,0,18,48,1,100,5,9,7,1,0,14,2.86667,1444,20.5333,4.68831,0.0,0.0945946,0.623377
2834,"Deputado se pronuncia sobre tentativa de anular impeachment: ""Me formei em veterinária"".  O presidente interino da Câmara Waldir Maranhão,  após protagonizar uma das maiores vergonhas já presenciadas no cenário político brasileiro,  se pronunciou em coletiva de imprensa.  Diferente das outras coletivas que estamos acostumados a ver e ouvir,  Maranhão falou, falou e não disse nada. Repórteres que acompanharam o breve depoimento do deputado não puderam fazer perguntas ao presidente interino da Câmara. O motivo? Simples ... ele não saberia responder as questões. Waldir foi um ""pau mandado"" de José Eduardo Cardozo e sequer estudou o documento estapafúrdio que tentou empurrar goela abaixo do povo brasileiro. Maranhão disse que ""não está brincando de democracia e que o Brasil tem salvação por meio do embate e do combate [...] ahhh... o nobre deputado também disse que se formou em medicina veterinária""",None,https://www.diariodobrasil.org/deputado-se-pronuncia-sobre-tentativa-de-anular-impeachment-me-formei-em-veterinaria/,politica,09/05/2016,160,137,97,0,0,28,0,34,14,7,2,1,0,11,1.4375,736,8.5625,5.37226,0.00729927,0.33871,0.708029
986,"Estudante de 20 anos, moradora do Acre, transmite suicídio ao vivo pelo Instagram. .  A estudante de ciências sociais morava em Rio Banco, no Acre. Uma postagem de despedida foi publicada no facebook: ""... fui abandonada e julgada pela pessoa que pensei ser minha melhor amiga [...] ela me humilhou e riu da minha cara [...] disse que eu era ridícula."" Bruna continua o desabafo e pede desculpas aos amigos: ""a pior arma que o mundo criou foi o próprio ser humano"" ""Eu quero viver [...] quero ser feliz, mas não dá pra agradar a todos [...] Peço desculpas aos poucos que me restaram e que tanto me aconselharam [...] eu não consigo"" , encerra. O desespero da jovem é visível em sua última frase: ""Já viram alguém morrer ao vivo?"". Amigos e familiares tentaram ligar para Bruna após ler a postagem, mas já era tarde. O Corpo de Bombeiros foi acionado pelos amigos na tarde de ontem (27), mas foi foi direcionado para o endereço errado [...] que era a antiga residência da estudante. Bruna acabou sendo encontrada morta por parentes dentro do próprio quarto do apartamento onde morava com a família. Ela se enforcou.",None,https://www.diariodobrasil.org/estudante-de-20-anos-moradora-do-acre-transmite-suicidio-ao-vivo-pelo-instagram/,sociedade_cotidiano,27/07/2017,237,187,130,0,0,47,0,42,12,10,6,6,0,19,1.5625,854,5.84375,4.56684,0.00534759,0.247191,0.695187
